Title,Text
"Poemata Minora, Volume IIBy H. P. Lovecraft by By H. P. Lovecraft","Ode to Selene or DianaImmortal Moon, in maiden splendour shine.Dispense thy beams, divineLatona’schild.Thy silver rays all grosser things define,And hide harsh truth in sweet illusion mild.In thy soft light, the city of unrestThat stands so squalid in thy brother’s glareThrows off its habit, and in silence blestBecomes a vision, sparkling bright and fair.The modern world, with all it’s care & pain,The smoky streets, the hideous clanging mills,Face ’neath thy beams,Selene,and againWe dream like shepherds onChaldæa’shills.Take heed,Diana,of my humble plea.Convey me where my happiness may last.Draw me against the tide of time’s rough seaAnd let my sprirt rest amid the past.To the Old Pagan ReligionOlympian gods! How can I let ye goAnd pin my faith to this newChristiancreed?Can I resign the deities I knowFor him who on a cross for man did bleed?How in my weakness can my hopes dependOn one lone God, though mighty be his pow’r?Why canJove’shost no more assistance lend,To soothe my pain, and cheer my troubled hour?Are there no Dryads on these wooded mountsO’er which I oft in desolation roam?Are there no Naiads in these crystal founts?Nor Nereids upon the Ocean foam?Fast spreads the new; the older faith declines.The name ofChristresounds upon the air.But my wrack’d soul in solitude repinesAnd gives the Gods their last-receivèd pray’r.On the Ruin of RomeLow dost thou lie, ORome,neath the foot of theTeutonSlaves are thy men, and bent to the will of thy conqueror:Wither hath gone, great city, the race that gave law to all nations,Subdu’d the east and the west, and made them bow down to thy consuls.Knew not defeat, but gave it to all who attack’d thee?Dead! and replac’d by these wretches who cower in confusionDead! They who gave us this empire to guard and to live inRome,thou didst fall from thy pow’r with the proud race that made thee,And we, baseItalians,enjoy’d what we could not have builded.To PanSeated in a woodland glenBy a shallow reedy streamOnce I fell a-musing, whenI was lull’d into a dream.From the brook a shape aroseHalf a man and half a goat.Hoofs it had instead of toesAnd a beard adorn’d its throatOn a set of rustic reedsSweetly play’d this hybrid manNaught car’d  I for earthly needs,For I knew that this wasPanNymphs & Satyrs gather’d ’roundTo enjoy the lively sound.All to soon I woke in painAnd return’d to haunts of men.But in rural vales I’d fainLive and hearPan’spipes again.On the Vanity of Human AmbitionApollo,chasingDaphne,gain’d his prizeBut lo! she turn’d to wood before his eyes.More modern swains at golden prizes aim,And ever strive some worldly thing to claim.Yet ’tis the same as inApollo’scase,For, once attain’d, the purest gold seems base.All that men seek ’s unworthy of the quest,Yet seek they will, and never pause for rest.True bliss, methinks, a man can only findIn virtuous life, & cultivated mind."
ProvidenceBy H. P. Lovecraft by By H. P. Lovecraft,"Where bay and river tranquil blend,And leafy hillsides rise,The spires of Providence ascendAgainst the ancient skies.Here centuried domes of shining goldSalute the morning’s glare,While slanting gables, odd and old,Are scatter’d here and there.And in the narrow winding waysThat climb o’er slope and crest,The magic of forgotten daysMay still be found to rest.A fanlight’s gleam, a knocker’s blow,A glimpse of Georgian brick—The sights and sounds of long agoWhere fancies cluster thick.A flight of steps with iron rail,A belfry looming tall,A slender steeple, carv’d and pale,A moss-grown garden wall.A hidden churchyard’s crumbling proofsOf man’s mortality,A rotting wharf where gambrel roofsKeep watch above the sea.Square and parade, whose walls have tower’dFull fifteen decades longBy cobbled ways ’mid trees embower’d,And slighted by the throng.Stone bridges spanning languid streams,Houses perch’d on the hill,And courts where mysteries and dreamsThe brooding spirit fill.Steep alley steps by vines conceal’d,Where small-pan’d windows glowAt twilight on a bit of fieldThat chance has left below.My Providence!  What airy hostsTurn still thy gilded vanes;What winds of elf that with grey ghostsPeople thine ancient lanes!The chimes of evening as of oldAbove thy valleys sound,While thy stern fathers ’neath the mouldMake blest thy sacred ground.Thou dream’st beside the waters there,Unchang’d by cruel years;A spirit from an age more fairThat shines behind our tears.Thy twinkling lights each night I see,Tho’ time and space divide;For thou art of the soul of me,And always at my side!"
Psychopompos: A Tale in RhymeBy H. P. Lovecraft by By H. P. Lovecraft,"I am He who howls in the night;I am He who moans in the snow;I am He who hath never seen light;I am He who mounts from below.My car is the car of Death;My wings are the wings of dread;My breath is the north wind’s breath;My prey are the cold and the dead.In old Auvergne, when schools were poor and few,And peasants fancy’d what they scarcely knew,When lords and gentry shunn’d their Monarch’s throneFor solitary castles of their own,There dwelt a man of rank, whose fortress stoodIn the hush’d twilight of a hoary wood.De Blois his name; his lineage high and vast,A proud memorial of an honour’d past;But curious swains would whisper now and thenThat Sieur De Blois was not as other men.In person dark and lean, with glossy hair,And gleaming teeth that he would often bare,With piercing eye, and stealthy roving glance,And tongue that clipt the soft, sweet speech of France;The Sieur was little lov’d and seldom seen,So close he kept within his own demesne.The castle servants, few, discreet, and old,Full many a tale of strangeness might have told;But bow’d with years, they rarely left the doorWherein their sires and grandsires serv’d before.Thus gossip rose, as gossip rises best,When mystery imparts a keener zest;Seclusion oft the poison tongue attracts,And scandal prospers on a dearth of facts.’Twas said, the Sieur had more than once been spy’dAlone at midnight by the river’s side,With aspect so uncouth, and gaze so strange,That rustics cross’d themselves to see the change;Yet none, when press’d, could clearly say or knowJust what it was, or why they trembled so.De Blois, as rumour whisper’d, fear’d to pray,Nor us’d his chapel on the Sabbath day;Howe’er this may have been, ’twas known at leastHis household had no chaplain, monk, or priest.But if the Master liv’d in dubious fame,Twice fear’d and hated was his noble Dame;As dark as he, in features wild and proud,And with a weird supernal grace endow’d,The haughty mistress scorn’d the rural trainWho sought to learn her source, but sought in vain.Old women call’d her eyes too bright by half,And nervous children shiver’d at her laugh;Richard, the dwarf (whose word had little weight),Vow’d she was like a serpent in her gait,Whilst ancient Pierre (the aged often err)Laid all her husband’s mystery to her.Still more absurd were those odd mutter’d thingsThat calumny to curious list’ners brings;Those subtle slanders, told with downcast face,And muffled voice—those tales no man may trace;Tales that the faith of old wives can command,Tho’ always heard at sixth or seventh hand.Thus village legend darkly would implyThat Dame De Blois possess’d an evil eye;Or going further, furtively suggestA lurking spark of sorcery in her breast;Old Mère Allard (herself half witch) once saidThe lady’s glance work’d strangely on the dead.So liv’d the pair, like many another twoThat shun the crowd, and shrink from public view.They scorn’d the doubts by ev’ry peasant shewn,And ask’d but one thing—to be let alone!’Twas Candlemas, the dreariest time of year,With fall long gone, and spring too far to cheer,When little Jean, the bailiff’s son and heir,Fell sick and threw the doctors in despair.A child so stout and strong that few would thinkAn hour might carry him to death’s dark brink,Yet pale he lay, tho’ hidden was the cause,And Galens search’d in vain thro’ Nature’s laws.But stricken sadness could not quite suppressThe roving thought, or wrinkled grandam’s guess:Tho’ spoke by stealth, ’twas known to half a scoreThat Dame De Blois rode by the day before;She had (they said) with glances weird and wildPaus’d by the gate to view the prattling child,Nor did they like the smile which seem’d to traceNew lines of evil on her proud, dark face.These things they whisper’d, when the mother’s cryTold of the end—the gentle soul gone by;In genuine grief the kindly watcher wept,Whilst the lov’d babe with saints and angels slept.The village priest his simple rites went thro’,And good Michel nail’d up the box of yew;Around the corpse the holy candles burn’d,The mourners sighed, the parents dumbly yearn’d.Then one by one each sought his humble bed,And left the lonely mother with her dead.Late in the night it was, when o’er the valeThe storm-king swept with pandemoniac gale;Deep pil’d the cruel snow, yet strange to tell,The lightning sputter’d while the white flakes fell;A hideous presence seem’d abroad to steal,And terror sounded in the thunder’s peal.Within the house of grief the tapers glow’dWhilst the poor mother bow’d beneath her load;Her salty eyes too tired now to weep,Too pain’d to see, too sad to close in sleep.The clock struck three, above the tempest heard,When something near the lifeless infant stirr’d;Some slipp’ry thing, that flopp’d in awkward way,And climb’d the table where the coffin lay;With scaly convolutions strove to findThe cold, still clay that death had left behind.The nodding mother hears—starts broad awake—Empower’d to reason, yet too stunn’d to shake;The pois’nous thing she sees, and nimbly foilsThe ghoulish purpose of the quiv’ring coils:With ready axe the serpent’s head she cleaves,And thrills with savage triumph whilst she grieves.The injur’d reptile hissing glides from sight,And hides its cloven carcass in the night.The weeks slipp’d by, and gossip’s tongue beganTo call the Sieur De Blois an alter’d man;With curious mien he oft would pace alongThe village street, and eye the gaping throng.Yet whilst he shew’d himself as ne’er before,His wild-eyed lady was observ’d no more.In course of time, ’twas scarce thought odd or illThat he his ears with village lore should fill;Nor was the town with special rumour rifeWhen he sought out the bailiff and his wife:Their tale of sorrow, with its ghastly end,Was told, indeed, by ev’ry wond’ring friend.The Sieur heard all, and low’ring rode away,Nor was he seen again for many a day.When vernal sunshine shed its cheering glow,And genial zephyrs blew away the snow,To frighten’d swains a horror was reveal’dIn the damp herbage of a melting field.There (half preserv’d by winter’s frigid bed)Lay the dark Dame De Blois, untimely dead;By some assassin’s stroke most foully slain,Her shapely brow and temples cleft in twain.Reluctant hands the dismal burden boreTo the stone arches of the husband’s door,Where silent serfs the ghastly thing receiv’d,Trembling with fright, but less amaz’d than griev’d;The Sieur his dame beheld with blazing eyes,And shook with anger, more than with surprise.(At least ’tis thus the stupid peasants toldTheir wide-mouth’d wives when they the tale unroll’d.)The village wonder’d why De Blois had keptHis spouse’s loss unmention’d and unwept,Nor were there lacking sland’rous tongues to claimThat the dark master was himself to blame.But village talk could scarcely hope to solveA crime so deep, and thus the months revolve:The rural train repeat the gruesome tale,And gape and marvel more than they bewail.Swift flew the sun, and winter once againWith icy talons gripp’d the frigid plain.December brought its store of Christmas cheer,And grateful peasants hail’d the op’ning year;But by the hearth as Candlemas drew nigh,The whisp’ring ancients spoke of things gone by.Few had forgot the dark demoniac loreOf things that came the Candlemas before,And many a crone intently eyed the houseWhere dwelt the sadden’d bailiff and his spouse.At last the day arriv’d, the sky o’erspreadWith dark’ning messengers and clouds of lead;Each neighb’ring grove Aeolian warnings sigh’d,And thick’ning terrors broadcast seem’d to bide.The good folk, tho’ they knew not why, would runSwift past the bailiff’s door, the scene to shun;Within the house the grieving couple wept,And mourn’d the child who now forever slept.On rush’d the dusk in doubly hideous form,Borne on the pinions of the gath’ring storm;Unusual murmurs fill’d the rainless wind,The rising river lash’d the troubled shore;Black thro’ the night the awful storm-god prowl’d,And froze the list’ners’ life-blood as he howl’d;Gigantic trees like supple rushes sway’d,Whilst for his home the trembling cotter pray’d.Now falls a sudden lull amidst the gale;With less’ning force the circling currents wail;Far down the stream that laves the neighb’ring meadBurst a new ululation, wildly key’d;The peasant train a frantic mien assume,And huddle closer in the spectral gloom:To each strain’d ear the truth too well is known,For that dread sound can come from wolves alone!The rustics close attend, when ere they think,A lupine army swarms the river’s brink;From out the waters leap a howling trainThat rend the air, and scatter o’er the plain:With flaming orbs the frothing creatures fly,And chant with hellish voice their hungry cry.First of the pack a mighty monster leapsWith fearless tread, and martial order keeps;Th’ attendant wolves his yelping tones obey,And form in columns for the coming fray:No frighten’d swain they harm, but silent boundWith a fix’d purpose o’er the frozen ground.Straight course the monsters thro’ the village street,Unholy vigour in their flying feet;Thro’ half-shut blinds the shelter’d peasants peer,And wax in wonder as they lose in fear.Th’ excited pack at last their goal perceive,And the vex’d air with deaf’ning clamour cleave;The churls, astonish’d, watch th’ unnatural herdFlock round a cottage at the leader’s word:Quick spreads the fearsome fact, by rumour blown,That the doom’d cottage is the bailiff’s own!Round and around the howling daemons glide,Whilst the fierce leader scales the vine-clad side;The frantic wind its horrid wail renews,And mutters madly thro’ the lifeless yews.In the frail house the bailiff calmly waitsThe rav’ning horde, and trusts th’ impartial Fates,But the wan wife revives with curious mienAnother monster and an older scene;Amidst th’ increasing wind that rocks the walls,The dame to him the serpent’s deed recalls:Then as a nameless thought fills both their minds,The bare-fang’d leader crashes thro’ the blinds.Across the room, with murd’rous fury rife,Leaps the mad wolf, and seizes on the wife;With strange intent he drags his shrieking preyClose to the spot where once the coffin lay.Wilder and wilder roars the mounting galeThat sweeps the hills and hurtles thro’ the vale;The ill-made cottage shakes, the pack withoutDance with new fury in demoniac rout.Quick as his thought, the valiant bailiff standsAbove the wolf, a weapon in his hands;The ready axe that serv’d a year before,Now serves as well to slay one monster more.The creature drops inert, with shatter’d head,Full on the floor, and silent as the dead;The rescu’d wife recalls the dire alarms,And faints from terror in her husband’s arms.But as he holds her, all the cottage quakes,And with full force the titan tempest breaks:Down crash the walls, and o’er their shrinking formsBurst the mad revels of the storm of storms.Th’ encircling wolves advance with ghastly pace,Hunger and murder in each gleaming face,But as they close, from out the hideous nightFlashes a bolt of unexpected light:The vivid scene to ev’ry eye appears,And peasants shiver with returning fears.Above the wreck the scatheless chimney stays,Its outline glimm’ring in the fitful rays,Whilst o’er the hearth still hangs the household shrine,The Saviour’s image and the Cross divine!Round the blest spot a lambent radiance glows,And shields the cotters from their stealthy foes:Each monstrous creature marks the wondrous glare,Drops, fades, and vanishes in empty air!The village train with startled eyes adore,And count their beads in rev’rence o’er and o’er.Now fades the light, and dies the raging blast,The hour of dread and reign of horror past.Pallid and bruis’d, from out his toppled wallsThe panting bailiff with his good wife crawls:Kind hands attend them, whilst o’er all the townA strange sweet peace of spirit settles down.Wonder and fear are still’d in soothing sleep,As thro’ the breaking clouds the moon rays peep.Here paus’d the prattling grandam in her speech,Confus’d with age, the tale half out of reach;The list’ning guest, impatient for a clue,Fears ’tis not one tale, but a blend of two;He fain would know how far’d the widow’d lordWhose eerie ways th’ initial theme afford,And marvels that the crone so quick should slightHis fate, to babble of the wolf-wrack’d night.The old wife, press’d, for greater clearness strives,Nods wisely, and her scatter’d wits revives;Yet strangely lingers on her latter taleOf wolf and bailiff, miracle and gale.When (quoth the crone) the dawn’s bright radiance bath’dTh’ eventful scene, so late in terror swath’d,The chatt’ring churls that sought the ruin’d cotFound a new marvel in the gruesome spot.From fallen walls a trail of gory red,As of the stricken wolf, erratic led;O’er road and mead the new-dript crimson wound,Till lost amidst the neighb’ring swampy ground:With wonder unappeas’d the peasants burn’d,For what the quicksand takes is ne’er return’d.Once more the grandam, with a knowing eye,Stops in her tale, to watch a hawk soar by;The weary list’ner, baffled, seeks anewFor some plain statement, or enlight’ning clue.Th’ indulgent crone attends the puzzled plea,Yet strangely mutters o’er the mystery.The Sieur?  Ah, yes—that morning all in vainHis shaking servants scour’d the frozen plain;No man had seen him since he rode awayIn silence on the dark preceding day.His horse, wild-eyed with some unusual fright,Came wand’ring from the river-bank that night.His hunting-hound, that mourn’d with piteous woe,Howl’d by the quicksand swamp, his grief to shew.The village folk thought much, but utter’d less;The servants’ search wore out in emptiness:For Sieur De Blois (the old wife’s tale is o’er)Was lost to mortal sight for evermore."
RevelationBy H. P. Lovecraft by By H. P. Lovecraft,"In a vale of light and laughter,Shining ’neath the friendly sun,Where fulfilment follow’d afterEv’ry hope or dream begun;Where an Aidenn gay and glorious,Beckon’d down the winsome way;There my soul, o’er pain victorious,Laugh’d and lingered—yesterday.Green and narrow was my valley,Temper’d with a verdant shade;Sun-deck’d brooklets musicallySparkled thro’ each glorious glade;And at night the stars serenelyGlow’d betwixt the boughs o’erhead,While Astarte, calm and queenly,Floods of fairy radiance shed.There amid the tinted bowers,Raptur’d with the opiate spellOf the grasses, ferns, and flowers,Poppy, phlox and pimpernel,Long I lay, entranc’d and dreaming,Pleas’d with Nature’s bounteous store,Till I mark’d the shaded gleamingOf the sky, and yearn’d for more.Eagerly the branches tearing,Clear’d I all the space above,Till the bolder gaze, high faring,Scann’d the naked skies of Jove;Deeps unguess’d now shone before me,Splendid beam’d the solar car;Wings of fervid fancy bore meOut beyond the farthest star.Reaching, gasping, wishing, longingFor the pageant brought to sight,Vain I watch’d the gold orbs throngingRound celestial poles of light.Madly on a moonbeam ladderHeav’n’s abyss I sought to scale,Ever wiser, ever sadder,As the fruitless task would fail.Then, with futile striving sated,Veer’d my soul to earth again,Well content that I was fatedFor a fair, yet low domain;Pleasing thoughts of glad tomorrows,Like the blissful moments past,Lull’d to rest my transient sorrows,Still’d my godless greed at last.But my downward glance, returning,Shrank in fright from what it spy’d;Slopes in hideous torment burning,Terror in the brooklet’s tide:For the dell, of shade denudedBy my desecrating hand,’Neath the bare sky blaz’d and broodedAs a lost, accursed land."
The Rose of EnglandBy H. P. Lovecraft by By H. P. Lovecraft,"At morn the rosebud greets the sunAnd sheds the evening dew,Expanding ere the day is done,In bloom of radiant hue;And when the sun his rest hath found,Rose-petals strow the garden round!Thus that blest Isle that owns the RoseFrom mist and darkness came,A million glories to disclose,And spread BRITANNIA’S name;And ere Life’s Sun shall leave the blue,ENGLAND shall reign the whole world thro’!"
SunsetBy H. P. Lovecraft by By H. P. Lovecraft,"The cloudless day is richer at its close;A golden glory settles on the lea;Soft, stealing shadows hint of cool reposeTo mellowing landscape, and to calming sea.And in that nobler, gentler, lovelier light,The soul to sweeter, loftier bliss inclines;Freed form the noonday glare, the favour’d sightIncreasing grace in earth and sky divines.But ere the purest radiance crowns the green,Or fairest lustre fills th’ expectant grove,The twilight thickens, and the fleeting sceneLeaves but a hallow’d memory of love!"
"To Clark Ashton Smith, Esq.,upon His Phantastick Tales,Verses, Pictures, and SculpturesBy H. P. Lovecraft by By H. P. Lovecraft","A time-black tower against dim banks of cloud;Around its base the pathless, pressing wood.Shadow and silence, moss and mould, enshroudGrey, age-fell’d slabs that once as cromlechs stood.No fall of foot, no song of bird awakesThe lethal aisles of sempiternal night,Tho’ oft with stir of wings the dense air shakes,As in the tower there glows a pallid light.For here, apart, dwells one whose hands have wroughtStrange eidola that chill the world with fear;Whose graven runes in tones of dread have taughtWhat things beyond the star-gulfs lurk and leer.Dark Lord of Averoigne—whose windows stareOn pits of dream no other gaze could bear!"
"To Edward John Moreton Drax Plunkett,Eighteenth Baron DunsanyBy H. P. Lovecraft by By H. P. Lovecraft","As when the sun above a dusky woldSprings into sight, and turns the gloom to gold,Lights with his magic beams the dew-deck’d bow’rs,And wakes to life the gay responsive flow’rs;So now o’er realms where dark’ning dulness lies,In solar state see shiningPlunkettrise!Monarch of Fancy! whose ethereal mindMounts fairy peaks, and leaves the throng behind;Whose soul untainted bursts the bounds of space,And leads to regions of supernal grace;Can any praise thee with too strong a tone,Who in this age of folly gleam’st alone?Thy quill,Dunsany,with an art divineRecalls the gods to each deserted shrine;From mystic air a novel pantheon makes,And with new spirits fills the meads and brakes;With thee we wander thro’ primeval bow’rs,For thou hast brought earth’s childhood back, and ours!How leaps the soul, with sudden bliss increas’d,When led by thee to lands beyond the East!Sick of this sphere, in crime and conflict old,We yearn for wonders distant and untold;O’er Homer’s page a second time we pore,And rack our brains for gleams of infant lore:But all in vain—for valiant tho’ we striveNo common means these pictures can revive.Then dawnsDunsanywith celestial light,And fulgent visions break upon our sight:His barque enchanted each sad spirit bearsTo shores of gold, beyond the reach of cares.No earthly trammels now our thoughts may chain;For childhood’s fancy hath come back again!What glitt’ring worlds now wait our eager eyes!What roads untrodden beckon thro’ the skies!Wonders on wonders line the gorgeous ways,And glorious vistas greet the ravish’d gaze;Mountains of clouds, castles of crystal dreams,Ethereal cities and Elysian streams;Temples of blue, where myriad stars adoreForgotten gods of aeons gone before!Such are thine arts,Dunsany,such thy skill,That scarce terrestrial seems thy moving quill;Can man, and man alone, successful drawSuch scenes of wonder and domains of awe?Our hearts, enraptur’d, fix thy mind’s abodeIn highPegāna;hail thee as a god;And sure, can aught more high or godlike beThan such a fancy as resides in thee?Delighted Pan a friend and peer perceivesAs thy sweet music stirs the sylvan leaves;The Nine, transported, bless thy golden lyre,Approve thy fancy, and applaud thy fire;Whilst Jove himself assumes a brother’s tone,And vows the pantheon equal to his own.Dunsany,may thy days be glad and long;Replete with visions, and atune with song;May thy rare notes increasing millions cheer,Thy name beloved, and thy mem’ry dear!’Tis thou who hast in hours of dulness broughtNew charms of language, and new gems of thought;Hast with a poet’s grace enrich’d the earthWith aureate dreams as noble as thy birth.Grateful we name thee, bright with fix’d renown,The fairest jewel inHibernia’scrown."
"Unda; or, The Bride of the SeaBy H. P. Lovecraft by By H. P. Lovecraft","Respectfully Dedicated with Permission to MAURICE WINTER MOE, Esq.A Dull, Dark, Drear, Dactylic Delirium in Sixteen Silly, Senseless, Sickly Stanzas“Ego, canus, lunam cano.”—Maevius Bavianus.Black loom the crags of the uplands behind me;Dark are the sands of the far-stretching shore.Dim are the pathways and rocks that remind meSadly of years in the lost nevermore.Soft laps the ocean on wave-polish’d boulder;Sweet is the sound and familiar to me.Here, with her head gently bent to my shoulder,Walk’d I with Unda, the Bride of the Sea.Bright was the morn of my youth when I met her,Sweet as the breeze that blew in o’er the brine.Swift was I captur’d in Love’s strongest fetter,Glad to be hers, and she glad to be mine.Never a question ask’d I where she wander’d,Never a question ask’d she of my birth:Happy as children, we thought not nor ponder’d,Glad with the bounty of ocean and earth.Once when the moonlight play’d soft ’mid the billows,High on the cliff o’er the waters we stood,Bound was her hair with a garland of willows,Pluck’d by the fount in the bird-haunted wood.Strangely she gaz’d on the surges beneath her,Charm’d by the sound or entranc’d by the light.Then did the waves a wild aspect bequeath her,Stern as the ocean and weird as the night.Coldly she left me, astonish’d and weeping,Standing alone ’mid the regions she bless’d:Down, ever downward, half gliding, half creeping,Stole the sweet Unda in oceanward quest.Calm grew the sea, and tumultuous beatingTurn’d to a ripple, as Unda the fairTrod the wet sands in affectionate greeting,Beckon’d to me, and no longer was there!Long did I pace by the banks where she vanish’d:High climb’d the moon, and descended again.Grey broke the dawn till the sad night was banish’d,Still ach’d my soul with its infinite pain.All the wide world have I search’d for my darling,Scour’d the far deserts and sail’d distant seas.Once on the wave while the tempest was snarling,Flash’d a fair face that brought quiet and ease.Ever in restlessness onward I stumble,Seeking and pining, scarce heeding my way.Now have I stray’d where the wide waters rumble,Back to the scene of the lost yesterday.Lo! the red moon from the ocean’s low hazesRises in ominous grandeur to view.Strange is its face as my tortur’d eye gazesO’er the vast reaches of sparkle and blue.Straight from the moon to the shore where I’m sighingGrows a bright bridge, made of wavelets and beams.Frail may it be, yet how simple the trying;Wand’ring from earth to the orb of sweet dreams.What is yon face in the moonlight appearing;Have I at last found the maiden that fled?Out on the beam-bridge my footsteps are nearingHer whose sweet beckoning hastens my tread.Currents surround me, and drowsily swaying,Far on the moon-path I seek the sweet face.Eagerly hasting, half panting, half praying,Forward I reach for the vision of grace.Murmuring waters about me are closing,Soft the sweet vision advances to me:Done are my trials; my heart is reposingSafe with my Unda, the Bride of the Sea.EpilogueAs the rash fool, a prey of Unda’s art,Drown thro’ the passion of his fever’d heart,So are our youth, inflam’d by tempters fair,Bereft of reason and the manly air.How sad the sight of Strephon’s virile graceTurn’d to confusion at his Chloë’s face,And e’er Pelides, dear to Grecian eyes,Sulking for loss of his thrice-cherish’d prize.Brothers, attend!  If cares too sharply vex,Gain rest by shunning the destructive sex!"
Waste PaperA Poem of Profound InsignificanceBy H. P. Lovecraft by A Poem of Profound InsignificanceBy H. P. Lovecraft,"Πἀντα
γἐλως
καἱ
πἀντα
κὀνις
καἱ
πἀντα
τὁ
μηδἐνOut of the reaches of illimitable lightThe blazing planet grew, and forc’d to lifeUnending cycles of progressive strifeAnd strange mutations of undying lightAnd boresome books, than hell’s own self more triteAnd thoughts repeated and become a blight,And cheap rum-hounds with moonshine hootch made tight,And quite contrite to see the flight of fright so brightI used to ride my bicycle in the nightWith a dandy acetylene lantern that cost $3.00In the evening, by the moonlight, you can hear those darkies singingMeet me tonight in dreamland . . . BAHI used to sit on the stairs of the house where I was bornAfter we left it but before it was soldAnd play on a zobo with two other boys.We called ourselves the Blackstone Military BandWon’t you come home, Bill Bailey, won’t you come home?In the spring of the year, in the silver rainWhen petal by petal the blossoms fallAnd the mocking birds callAnd the whippoorwill sings, Marguerite.The first cinema show in our town opened in 1906At the old Olympic, which was then call’d Park,And moving beams shot weirdly thro’ the darkAnd spit tobacco seldom hit the mark.Have you read Dickens’American Notes?My great-great-grandfather was born in a white houseUnder green trees in the countryAnd he used to believe in religion and the weather.“Shantih, shantih, shantih” . . .Shanty HouseWas the name of a novel by I forget whomPublished serially in theAll-Story WeeklyBefore it was a weekly. Advt.Disillusion is wonderful, I’ve been told,And I take quinine to stop a coldBut it makes my ears ring . . . always ring . . .Always ringing in my ears . . .It is the ghost of the Jew I murdered that Christmas dayBecause he played “Three O’Clock in the Morning” in the flat above me.Three O’Clock in the morning, I’ve danc’d the whole night through,Dancing on the graves in the graveyardWhere life is buried; life and beautyLife and art and love and dutyAh, there, sweet cutie.Stung!Out of the night that covers meBlack as the pit from pole to poleI never quote things straight except by accident.Sophistication! Sophistication!You are the idol of our nationEach fellow hasFallen for jazzAnd we’ll give the past a merry razzThro’ the ghoul-guarded gateways of slumberAnd fellow-guestship with the glutless worm.Next stop is 57th St.—57th St. the next stop.Achilles’ wrath, to Greece the direful spring,And the Governor-General of Canada is Lord ByngWhose ancestor was shot or hung,I forget which, the good die young.Here’s to your ripe old age,Copyright, 1847, by Joseph Miller,Entered according to act of CongressIn the office of the librarian of CongressAmerica was discovered in 1492This way out.No, lady, you gotta change at Washington St. to the Everett train.Out in the rain on the elevatedCrated, sated, all mismated.Twelve seats on this bench,How quaint.In a shady nook, beside a brook, two lovers stroll along.Express to Park Ave., Car Following.No, we had it cleaned with the sand blast.I know it ought to be torn down.Before the bar of a saloon there stood a reckless crew,When one said to another, “Jack, this message came for you.”“It may be from a sweetheart, boys,” said someone in the crowd,And here the words are missing . . . but Jack cried out aloud:“It’s only a message from home, sweet home,From loved ones down on the farmFond wife and mother, sister and brother. . . .”Bootleggers all and you’re anotherIn the shade of the old apple tree’Neath the old cherry tree sweet MarieThe Conchologist’s First BookBy Edgar Allan PoeStubbed his toeOn a broken brick that didn’t shewOr a banana peelIn the fifth reelBy George CreelIt is to laughAnd quaffIt makes you stout and hale,And all my days I’ll sing the praiseOf Ivory SoapHave you a little T. S. Eliot in your home?The stag at eve had drunk his fillThe thirsty hart look’d up the hillAnd craned his neck just as a feelerTo advertise the Double-Dealer.William Congreve was a gentlemanO art what sins are committed in thy nameFor tawdry fame and fleeting flameAnd everything, ain’t dat a shame?Mah Creole Belle, ah lubs yo’ well;Aroun’ mah heart you hab cast a spellBut I can’t learn to spell pseudocracyBecause there ain’t no such word.And I says to Lizzie, if Joe was my fellerI’d teach him to go to dances with thatRat, bat, cat, hat, flat, plat, fatFry the fat, fat the fryYou’ll be a drug-store by and by.Get the hook!Above the lines of brooding hillsRose spires that reeked of nameless ills,And ghastly shone upon the sightIn ev’ry flash of lurid lightTo be continued.No smoking.Smoking on four rear seats.Fare win return to 5¢ after August 1stExcept outside the Cleveland city limits.In the ghoul-haunted woodland of WeirStrangers pause to shed a tear;Henry Fielding wroteTom Jones.And cursed be he that moves my bones.Good night, good night, the stars are brightI saw the Leonard-Tendler fightFarewell, farewell, O go to hell.Nobody homeIn the shantih."
The WoodBy H. P. Lovecraft by By H. P. Lovecraft,"They cut it down, and where the pitch-black aislesOf forest night had hid eternal things,They scal’d the sky with tow’rs and marble pilesTo make a city for their revellings.White and amazing to the lands aroundThat wondrous wealth of domes and turrets rose;Crystal and ivory, sublimely crown’dWith pinnacles that bore unmelting snows.And through its halls the pipe and sistrum rang,While wine and riot brought their scarlet stains;Never a voice of elder marvels sang,Nor any eye call’d up the hills and plains.Thus down the years, till on one purple nightA drunken minstrel in his careless verseSpoke the vile words that should not see the light,And stirr’d the shadows of an ancient curse.Forests may fall, but not the dusk they shield;So on the spot where that proud city stood,The shuddering dawn no single stone reveal’d,But fled the blackness of a primal wood."
